Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Hagenwil b. Amriswil;8580;5;Amriswil;TG;740701;265975
Hagneck;2575;2;Hagneck;BE;580944;210809
Halden;9223;1;Bischofszell;TG;733213;263032
Haldenstein;7023;0;Haldenstein;GR;757007;194057
Haldi b. Schattdorf;6469;0;Schattdorf;UR;695330;189262
Hallau;8215;0;Hallau;SH;675151;283911
Hallwil;5705;0;Hallwil;AG;655786;242166
Halten;4566;2;Halten;SO;613124;224155
Happerswil;8585;2;Birwinken;TG;734550;271356
Harenwilen;8553;2;Hüttlingen;TG;717421;269763
Hasle LU;6166;0;Hasle (LU);LU;649054;201281
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;BE;615357;206977
Haslen AI;9054;0;Schlatt-Haslen;AI;746793;248334
Haslen GL;8773;0;Glarus Süd;GL;724250;202821
Hasliberg Goldern;6085;0;Hasliberg;BE;657938;176628
Hasliberg Hohfluh;6083;0;Hasliberg;BE;655473;178418
Hasliberg Reuti;6086;0;Hasliberg;BE;662135;177100
Hasliberg Wasserwendi;6084;0;Hasliberg;BE;658970;178450
Hattenhausen;8564;7;Wäldi;TG;722549;276430
Hauenstein;4633;0;Hauenstein-Ifenthal;SO;630823;246855
Hauptikon;8926;2;Kappel am Albis;ZH;679935;231828
Hauptwil;9213;0;Hauptwil-Gottshaus;TG;737004;260805
Hausen AG;5212;0;Hausen (AG);AG;658027;257180
Hausen am Albis;8915;0;Hausen am Albis;ZH;682842;233759
Haute-Nendaz;1997;0;Nendaz;VS;590338;112959
Hauterive NE;2068;0;Hauterive (NE);NE;564267;207394
Hauteville;1648;0;Hauteville;FR;576135;168791
Hedingen;8908;0;Hedingen;ZH;676516;239543
Heerbrugg;9435;0;Au (SG);SG;765157;253654
Hefenhausen;8564;0;Wäldi;TG;722546;275261
Hefenhofen;8580;7;Hefenhofen;TG;741132;269341
Heiden;9410;0;Heiden;AR;758310;255906
Heiligenschwendi;3625;0;Heiligenschwendi;BE;618353;177908
Heiligkreuz (Mels);8888;0;Mels;SG;749730;214656
Heimberg;3627;0;Heimberg;BE;612622;182197
Heimenhausen;3373;2;Heimenhausen;BE;619463;229312
Heimenschwand;3615;0;Buchholterberg;BE;619159;185941
Heimisbach;3453;0;Trachselwald;BE;626058;206539
Heimiswil;3412;0;Heimiswil;BE;617039;211440
Heinrichswil;4558;2;Heinrichswil-Winistorf;SO;614816;223090
Heitenried;1714;0;Heitenried;FR;589477;185776
Heldswil;9216;0;Hohentannen;TG;734657;265440
Helgisried-Rohrbach;3155;0;Rüeggisberg;BE;598368;184440
Hellbühl;6016;0;Malters;LU;657710;213189
Hellikon;4316;0;Hellikon;AG;636032;262019
Hellsau;3429;3;Hellsau;BE;615979;221357
Hemberg;9633;0;Hemberg;SG;731501;239790
Hemishofen;8261;0;Hemishofen;SH;705265;282479
Hemmental;8231;0;Schaffhausen;SH;685153;288231
Hemmiken;4465;0;Hemmiken;BL;634104;260074
Henau;9247;0;Uzwil;SG;726224;257532
Hendschiken;5604;0;Hendschiken;AG;658735;248487
Henggart;8444;0;Henggart;ZH;693486;268481
Hennens;1681;2;Billens-Hennens;FR;557134;170268
Henniez;1525;0;Henniez;VD;557840;176926
Herbetswil;4715;0;Herbetswil;SO;610256;238122
Herbligen;3671;2;Herbligen;BE;612720;186380
Herbriggen;3927;0;St. Niklaus;VS;626599;109725
Herdern;8535;0;Herdern;TG;710531;274719
Hergiswil NW;6052;0;Hergiswil (NW);NW;665276;204260
Hergiswil b. Willisau;6133;0;Hergiswil bei Willisau;LU;639314;213242
Herisau;9100;0;Herisau;AR;739622;249216
Herlisberg;6028;0;Römerswil;LU;659947;227524
Hermance;1248;0;Hermance;GE;507970;127717
Hermatswil;8330;41;Pfäffikon;ZH;704868;250239
Hermenches;1513;0;Hermenches;VD;547682;165630
Hermetschwil-Staffeln;5626;0;Hermetschwil-Staffeln;AG;668643;242509
Hermiswil;3475;1;Hermiswil;BE;619756;222757
Hermrigen;3274;0;Hermrigen;BE;584958;214498
Herrenhof;8585;8;Langrickenbach;TG;735727;273471
Herrenschwanden;3037;0;Kirchlindach;BE;598567;202905
Herrliberg;8704;0;Herrliberg;ZH;689822;238838
Hersberg;4423;0;Hersberg;BL;625861;260185
Hersberg;4423;0;Hersberg;BL;626553;261530
Hersiwil;4558;0;Hersiwil;SO;614855;223858
Hertenstein AG;5415;1;Obersiggenthal;AG;666201;260179
Herznach;5027;0;Herznach;AG;645935;258141
Herzogenbuchsee;3360;0;Herzogenbuchsee;BE;620810;227164
Hessigkofen;4577;0;Hessigkofen;SO;602048;221026
Hettenschwil;5317;0;Leuggern;AG;656735;269353
Hettiswil b. Hindelbank;3325;0;Krauchthal;BE;608951;208287
Hettlingen;8442;0;Hettlingen;ZH;695758;267152
Hildisrieden;6024;0;Hildisrieden;LU;660401;222007
Hilfikon;5613;0;Villmergen;AG;660847;242524
Hilterfingen;3652;0;Hilterfingen;BE;617045;176656
Himmelried;4204;0;Himmelried;SO;611684;252600
Hindelbank;3324;0;Hindelbank;BE;608089;210324
Hinteregg;8132;2;Egg;ZH;694222;240776
Hinterforst;9452;0;Eichberg;SG;757833;247425
Hinterfultigen;3089;0;Rüeggisberg;BE;597409;187409
Hinterkappelen;3032;0;Wohlen bei Bern;BE;595551;201796
Hintermoos;6260;3;Wikon;LU;642191;235700
Hinterrhein;7438;0;Hinterrhein;GR;731744;152964
Hinwil;8340;0;Hinwil;ZH;706764;240075
Hirschthal;5042;0;Hirschthal;AG;647576;240928
Hirzel;8816;0;Hirzel;ZH;688114;230588
Hittnau;8335;0;Hittnau;ZH;705067;247202
Hitzkirch;6285;0;Hitzkirch;LU;661896;230204
Hochdorf;6280;0;Hochdorf;LU;664166;224655
Hochfelden;8182;0;Hochfelden;ZH;680564;264694
Hochwald;4146;0;Hochwald;SO;615419;256190
Hofen SH;8242;1;Thayngen;SH;692802;293026
Hoffeld;9114;0;Neckertal;SG;730978;246352
Hofstatt;6154;0;Luthern;LU;634830;214001
Hofstetten SO;4114;0;Hofstetten-Flüh;SO;605294;257895
Hofstetten ZH;8354;0;Hofstetten (ZH);ZH;706433;259171
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;BE;649301;179588
Hohenrain;6276;0;Hohenrain;LU;666654;225715
Hohentannen;9216;2;Hohentannen;TG;734401;263399
Hohtenn;3949;0;Steg-Hohtenn;VS;625197;131074
Holderbank AG;5113;0;Holderbank (AG);AG;655444;253555
Holderbank SO;4718;0;Holderbank (SO);SO;623713;242311
Holzhäusern ZG;6343;4;Risch;ZG;676030;222837
Holziken;5043;0;Holziken;AG;644967;241162
Homberg b. Thun;3622;0;Homberg;BE;618657;180472
Hombrechtikon;8634;0;Hombrechtikon;ZH;700461;234646
Homburg;8508;0;Homburg;TG;717472;276566
Honau;6038;2;Honau;LU;673551;220627
Hondrich;3702;0;Spiez;BE;618581;169061
Horboden;3755;0;Diemtigen;BE;610196;162320
Horgen;8810;0;Horgen;ZH;688225;234703
Horgenberg;8815;0;Horgen;ZH;686699;233626
Horn;9326;0;Horn;TG;752325;262180
Hornussen;5075;0;Hornussen;AG;647314;261185
Horrenbach;3623;2;Horrenbach-Buchen;BE;623395;180753
Horriwil;4557;0;Horriwil;SO;613909;225532
Horw;6048;0;Horw;LU;666488;207307
Hosenruck;9515;0;Wuppenau;TG;728079;261536
Hospental;6493;0;Hospental;UR;685796;162607
Hottwil;5277;0;Mettauertal;AG;654691;266177
Hubersdorf;4535;0;Hubersdorf;SO;611361;232672
Hugelshofen;8565;0;Kemmental;TG;726135;272911
Humlikon;8457;0;Humlikon;ZH;693092;270084
Hundwil;9064;0;Hundwil;AR;742204;246258
Hunzenschwil;5502;0;Hunzenschwil;AG;651622;248208
Hurden;8640;3;Freienbach;SZ;703373;230095
Huttwil;4950;0;Huttwil;BE;631424;217766
Huémoz;1884;3;Ollon;VD;567342;127350
Häfelfingen;4445;0;Häfelfingen;BL;632466;251547
Hägendorf;4614;1;Hägendorf;SO;629426;243849
Häggenschwil;9312;0;Häggenschwil;SG;742948;261640
Hägglingen;5607;0;Hägglingen;AG;661780;249212
Hämikon;6289;2;Hitzkirch;LU;665322;233151
Hämikon;6289;2;Hitzkirch;LU;663311;232554
Härkingen;4624;0;Härkingen;SO;628903;239434
Hätzingen;8775;2;Glarus Süd;GL;722446;202434
Häusernmoos im Emmental;3463;0;Dürrenroth;BE;623648;214610
Häuslenen;8522;0;Aadorf;TG;710078;264486
Häutligen;3510;9;Häutligen;BE;612621;189571
Hérémence;1987;0;Hérémence;VS;596511;105050
Höchstetten;3429;2;Höchstetten;BE;614777;221504
Höfen b. Thun;3631;0;Höfen;BE;609594;174484
Hölstein;4434;0;Hölstein;BL;625339;252988
Hörhausen;8507;0;Homburg;TG;713677;277531
Höri;8181;0;Höri;ZH;680024;262462
Hünenberg;6331;0;Hünenberg;ZG;674454;225679
Hünenberg See;6333;0;Hünenberg;ZG;676740;225021
Hünibach;3626;0;Hilterfingen;BE;616052;177485
Hüniken;4554;2;Hüniken;SO;614870;225874
Hünikon (Neftenbach);8412;2;Neftenbach;ZH;692161;267759
Hüntwangen;8194;0;Hüntwangen;ZH;679696;271910
Hüswil;6152;0;Zell (LU);LU;635389;219915
Hütten;8825;0;Hütten;ZH;692497;225449
Hüttikon;8115;0;Hüttikon;ZH;671934;254915
Hüttlingen;8553;4;Hüttlingen;TG;716559;271058
Hüttwilen;8536;0;Hüttwilen;TG;707278;274310
Ibach;6438;0;Schwyz;SZ;691976;206336
Ichertswil;4571;2;Lüterkofen-Ichertswil;SO;603972;223020
Icogne;1977;0;Icogne;VS;601372;132356
Iffwil;3305;0;Iffwil;BE;603082;212819
Igis;7206;0;Landquart;GR;763171;201450
Ilanz;7130;0;Ilanz;GR;734076;181060
Illgau;6434;0;Illgau;SZ;698651;205964
Illhart;8556;3;Wigoltingen;TG;720106;275364
Illighausen;8574;1;Lengwil;TG;733186;273994
Illnau;8308;0;Illnau-Effretikon;ZH;696722;251691
Im Fang;1656;1;Jaun;FR;584017;159957
Immensee;6405;0;Küssnacht (SZ);SZ;678763;216105
Indemini;6571;0;Gambarogno;TI;708527;105678
Inden;3953;1;Inden;VS;612262;134388
Inkwil;3375;0;Inkwil;BE;616987;227908
Innerberg;3044;2;Wohlen bei Bern;BE;590444;205009
Innereriz;3619;1;Horrenbach-Buchen;BE;630425;180765
Innerferrera;7445;0;Ferrera;GR;754860;149889
Innerferrera;7445;0;Ferrera;GR;751051;151800
Innerthal;8858;0;Innerthal;SZ;712598;214801
Innertkirchen;3862;0;Innertkirchen;BE;661189;170969
Ins;3232;0;Ins;BE;574934;205657
Insone;6951;8;Valcolla;TI;723010;105633
Interlaken;3800;0;Gündlischwand;BE;636099;166898
Interlaken;3800;0;Interlaken;BE;633662;170431
Intragna;6655;0;Centovalli;TI;696697;113846
Intschi;6476;0;Gurtnellen;UR;692036;180427
Inwil;6034;0;Inwil;LU;670186;220061
Ipsach;2563;0;Ipsach;BE;584291;218256
Iragna;6707;0;Iragna;TI;716210;131791
Iseltwald;3807;0;Iseltwald;BE;641565;172391
Isenfluh;3822;2;Lauterbrunnen;BE;632615;161856
Isenthal;6461;0;Isenthal;UR;683378;192965
Iseo;6993;0;Bioggio;TI;711436;95920
Islikon;8546;0;Gachnang;TG;705926;267783
Islisberg;8905;2;Islisberg;AG;675743;242046
Isole di Brissago;6614;2;Lago Maggiore;TI;700203;109889
Isone;6810;0;Isone;TI;721886;110085
Istighofen;8575;1;Bürglen (TG);TG;728502;266757
Isérables;1914;0;Isérables;VS;586420;110796
Itingen;4452;0;Itingen;BL;626242;257025
Ittenthal;5083;0;Kaisten;AG;646868;263213
Ittigen;3063;0;Ittigen;BE;603042;203270
Jaberg;3629;3;Jaberg;BE;609716;185378
Jakobsbad;9108;3;Gonten;AI;743230;241379
Jaun;1656;0;Jaun;FR;588213;161756
Jegenstorf;3303;0;Jegenstorf;BE;605197;211218
Jenaz;7233;0;Jenaz;GR;772708;196598
Jenins;7307;0;Jenins;GR;761726;208496
Jens;2565;0;Jens;BE;587106;216193
Jeuss;1793;0;Jeuss;FR;579809;195421
Jona;8645;0;Rapperswil-Jona;SG;706998;231930
Jonen;8916;0;Jonen;AG;672769;239208
Jongny;1805;0;Jongny;VD;554447;148629
Jonschwil;9243;0;Jonschwil;SG;725091;254069
Jouxtens-Mézery;1008;2;Jouxtens-Mézery;VD;535348;156097
Juf;7448;0;Avers;GR;765306;144755
Jungfraujoch;3801;33;Fieschertal;VS;641778;155271
Juriens;1326;0;Juriens;VD;523770;170244
Jussy;1254;0;Jussy;GE;510632;121492
Kaiseraugst;4303;0;Kaiseraugst;AG;622822;265059
Kaiserstuhl AG;5466;0;Kaiserstuhl;AG;673834;269033
Kaisten;5082;0;Kaisten;AG;645494;265262
Kallern;5625;0;Kallern;AG;664354;240483
Kallnach;3283;0;Kallnach;BE;583386;207152
Kalpetran;3922;1;Embd;VS;630868;118226
Kaltacker;3413;0;Heimiswil;BE;618869;213563
Kaltbach;6212;2;Mauensee;LU;646977;225678
Kaltbrunn;8722;0;Kaltbrunn;SG;720091;229856
Kaltenbach;8259;0;Wagenhausen;TG;705125;278140
Kammersrohr;4535;2;Kammersrohr;SO;611624;233952
Kandergrund;3716;0;Kandergrund;BE;617587;155761
Kandersteg;3718;0;Kandersteg;BE;621130;146062
Kappel SO;4616;0;Kappel (SO);SO;631604;241211
Kappel am Albis;8926;0;Kappel am Albis;ZH;681783;231404
Kappelen;3273;0;Kappelen;BE;587774;213863
Kastanienbaum;6047;0;Horw;LU;667895;206801
Kaufdorf;3126;0;Kaufdorf;BE;604268;187683
Kefikon TG;8546;2;Gachnang;TG;705024;267731
Kefikon ZH;8543;2;Bertschikon;ZH;704615;267435
Kehrsatz;3122;0;Kehrsatz;BE;602211;195789
Kehrsiten;6365;0;Luzern;LU;672212;206133
Kemptthal;8310;0;Winterthur;ZH;696289;257491
Kernenried;3309;0;Kernenried;BE;608548;213087
Kerns;6064;0;Kerns;OW;665797;195402
Kerzers;3210;0;Kerzers;FR;581724;203129
Kesswil;8593;0;Kesswil;TG;741108;272669
Kestenholz;4703;0;Kestenholz;SO;623959;236338
Kienberg;4468;0;Kienberg;SO;639862;254807
Kienersrüti;3628;2;Kienersrüti;BE;609263;183192
Kiental;3723;0;Reichenbach im Kandertal;BE;624483;156110
Kiesen;3629;0;Kiesen;BE;610646;184651
Kilchberg BL;4496;0;Kilchberg (BL);BL;634634;253027
Kilchberg ZH;8802;0;Kilchberg (ZH);ZH;684032;242380
Killwangen;8956;0;Killwangen;AG;668072;253357
Kippel;3917;0;Kippel;VS;625448;137743
Kirchberg BE;3422;0;Kirchberg (BE);BE;612367;214167
Kirchberg SG;9533;0;Kirchberg (SG);SG;720063;251900
Kirchdorf AG;5416;0;Obersiggenthal;AG;663378;261303
Kirchdorf BE;3116;0;Kirchdorf (BE);BE;607890;185188
Kirchenthurnen;3128;0;Kirchenthurnen;BE;604994;185912
Kirchleerau;5054;1;Kirchleerau;AG;648008;236410
Kirchlindach;3038;0;Kirchlindach;BE;598207;205417
Klarsreuti;8585;10;Birwinken;TG;733470;272291
Kleinandelfingen;8451;0;Kleinandelfingen;ZH;693708;273618
Kleinbösingen;3213;2;Kleinbösingen;FR;582104;193656
Kleindietwil;4936;0;Madiswil;BE;626700;221184
Kleindöttingen;5314;0;Böttstein;AG;660131;269095
Kleine Scheidegg;3823;1;Lauterbrunnen;BE;639974;159391
Kleingurmels;3212;2;Gurmels;FR;580828;192629
Kleinlützel;4245;0;Kleinlützel;SO;598485;253101
Kleinwangen;6277;0;Hohenrain;LU;665251;227765
Klingnau;5313;0;Klingnau;AG;660975;271187
Kloster Fahr;8109;0;Würenlos;AG;675514;251314
Klosters;7250;0;Klosters-Serneus;GR;793566;190452
Klosters Dorf;7252;0;Klosters-Serneus;GR;789192;197197
Kloten;8302;0;Kloten;ZH;686221;257069
Klöntal;8750;3;Glarus;GL;714720;207133
Knoblisbühl;8881;2;Walenstadt;SG;740029;222695
Knonau;8934;0;Knonau;ZH;677587;230880
Knutwil;6213;0;Knutwil;LU;647893;228120
Koblenz;5322;0;Koblenz;AG;660452;272975
Kollbrunn;8483;0;Zell (ZH);ZH;701540;256911
Konolfingen;3510;0;Konolfingen;BE;613682;191992
Koppigen;3425;0;Koppigen;BE;612624;220311
Kottwil;6217;0;Ettiswil;LU;645729;223735
Kradolf;9214;2;Kradolf-Schönenberg;TG;732306;265401
Krattigen;3704;0;Krattigen;BE;622846;167033
Krauchthal;3326;0;Krauchthal;BE;609708;205899
Kreuzlingen;8280;0;Kreuzlingen;TG;730515;278097
Kriechenwil;3179;0;Kriechenwil;BE;582664;195869
Kriegstetten;4566;0;Kriegstetten;SO;611829;224953
Kriens;6010;2;Alpnach;OW;662153;203456
Kriens;6010;0;Kriens;LU;663089;207590
Kriessern;9451;0;Oberriet (SG);SG;763899;248281
Krinau;9622;0;Krinau;SG;721851;241716
Krummenau;9643;0;Nesslau-Krummenau;SG;731255;234533
Kräiligen;3315;1;Bätterkinden;BE;607759;222209
Kulmerau;6234;1;Triengen;LU;649269;233817
Kyburg;8314;0;Kyburg;ZH;698618;256578
Kyburg-Buchegg;4586;0;Kyburg-Buchegg;SO;605642;221332
Kägiswil;6056;0;Sarnen;OW;662025;196335
Känerkinden;4447;0;Känerkinden;BL;629771;251205
Kölliken;5742;0;Kölliken;AG;644169;242724
Köniz;3098;0;Köniz;BE;599642;195866
Küblis;7240;0;Küblis;GR;779294;199742
Kümmertshausen;8586;3;Erlen;TG;736010;269904
Künten;5444;0;Künten;AG;667029;249074
Küsnacht ZH;8700;0;Küsnacht (ZH);ZH;687036;241605
Küssnacht am Rigi;6403;0;Küssnacht (SZ);SZ;676315;215567
Küttigen;5024;0;Küttigen;AG;645842;252359
Küttigkofen;4581;0;Küttigkofen;SO;605698;222254
L'Abbaye;1344;0;L'Abbaye;VD;514507;165986
L'Abergement;1355;0;L'Abergement;VD;526893;178576
L'Auberson;1454;0;Sainte-Croix;VD;525530;185221
L'Etivaz;1660;3;Château-d'Oex;VD;578743;139683
L'Isle;1148;0;L'Isle;VD;520514;164020
La Brévine;2406;0;La Brévine;NE;536354;202746
La Chaux (Cossonay);1308;0;La Chaux (Cossonay);VD;525584;163683
La Chaux-de-Fonds;2300;0;La Chaux-de-Fonds;NE;553750;217953
La Chaux-des-Breuleux;2345;3;La Chaux-des-Breuleux;JU;568906;230369
La Chaux-du-Milieu;2405;0;La Chaux-du-Milieu;NE;543514;206327
La Châtagne;2406;3;La Brévine;NE;539647;203406
La Cibourg;2300;8;La Chaux-de-Fonds;NE;557289;218545
La Cibourg;2333;2;La Ferrière;BE;558345;219583
La Cibourg;2616;2;Renan (BE);BE;558483;218583
La Comballaz;1862;2;Ormont-Dessous;VD;572061;136180
La Conversion;1093;0;Lutry;VD;542125;151682
La Corbaz;1782;4;La Sonnaz;FR;575284;187783
La Coudre;1148;9;L'Isle;VD;520463;165248
La Croix (Lutry);1090;0;Lutry;VD;543456;152745
La Croix-de-Rozon;1257;0;Bardonnex;GE;497969;111775
La Cure;1265;0;Saint-Cergue;VD;496784;146608
La Côte-aux-Fées;2117;0;La Côte-aux-Fées;NE;527481;190789
La Ferrière;2333;0;La Ferrière;BE;559871;221233
La Forclaz VD;1866;0;Ormont-Dessous;VD;571819;132305
La Fouly VS;1944;0;Orsières;VS;572265;86486
La Garde (Sembrancher);1933;4;Sembrancher;VS;577318;101691
La Heutte;2604;0;La Heutte;BE;583285;226707
La Joux FR;1697;0;Vuisternens-devant-Romont;FR;561391;164079
La Lécherette;1660;4;Château-d'Oex;VD;572653;141176
La Magne;1687;2;Vuisternens-devant-Romont;FR;561074;165242
La Montoz (Versegères);1947;4;Bagnes;VS;584547;100819
La Neirigue;1686;2;Vuisternens-devant-Romont;FR;563014;170298
La Neuveville;2520;0;La Neuveville;BE;574174;213699
La Place (Ayent);1966;7;Ayent;VS;598026;124111
La Plaine;1283;0;Dardagny;GE;489003;115168
La Praz;1148;6;La Praz;VD;522400;169120
La Punt-Chamues-ch;7522;0;La Punt-Chamues-ch;GR;793371;157265
La Rippe;1278;0;La Rippe;VD;498593;140129
La Roche;1634;0;La Roche;FR;578306;171306
La Russille;1356;2;Les Clées;VD;527499;176926
La Rösa;7742;3;Poschiavo;GR;802828;143280
La Sage;1985;0;Evolène;VS;607957;104811
La Sagne (Ste-Croix);1450;2;Sainte-Croix;VD;529209;184601
La Sagne NE;2314;0;La Sagne;NE;551466;209445
La Sarraz;1315;0;La Sarraz;VD;528668;166948
La Tanne;2720;2;Tramelan;BE;577053;229559
La Tine;1658;2;Rossinière;VD;569977;146822
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;VD;556132;145014
La Tour-de-Trême;1635;0;Bulle;FR;568303;160865
La Tzoumaz;1918;0;Riddes;VS;585167;109161
La Vernaz (Les Agettes);1992;2;Les Agettes;VS;595163;117707
La Verrerie;1624;0;Semsales;FR;560502;159600
La Vraconnaz;1454;2;Sainte-Croix;VD;526671;188533
La Vue-des-Alpes;2052;2;Fontaines (NE);NE;557240;213100
Laax GR;7031;0;Laax;GR;739471;186082
Laax GR 2;7032;0;Laax;GR;735126;190754
Lachen SZ;8853;0;Lachen;SZ;707407;228333
Laconnex;1287;0;Laconnex;GE;491443;112909
Ladir;7155;0;Ladir;GR;732439;189010
Ladir;7155;0;Ladir;GR;734277;184745
Lajoux JU;2718;0;Lajoux (JU);JU;576727;236425
Lalden;3931;1;Lalden;VS;635434;127778
Lamboing;2516;0;Lamboing;BE;578806;219535
Lamone;6814;2;Lamone;TI;715620;100645
Lampenberg;4432;0;Lampenberg;BL;623725;253018
Lamperswil TG;8556;4;Wigoltingen;TG;720230;274549
Lana (Evolène);1983;2;Evolène;VS;601116;106485
Landiswil;3434;1;Landiswil;BE;618789;200764
Landquart;7302;0;Landquart;GR;762577;203364
Landschlacht;8597;0;Münsterlingen;TG;736261;276387
Langenbruck;4438;0;Langenbruck;BL;624960;245259
Langendorf;4513;0;Langendorf;SO;605777;229880
Langenthal;4900;0;Langenthal;BE;627003;229684
Langnau am Albis;8135;0;Langnau am Albis;ZH;682435;237481
Langnau b. Reiden;6262;0;Reiden;LU;638565;231154
Langnau im Emmental;3550;0;Langnau im Emmental;BE;626464;198262
Langrickenbach;8585;4;Langrickenbach;TG;736056;271855
Langwies;7057;0;Langwies;GR;776164;188093
Langwiesen;8246;0;Feuerthalen;ZH;691821;282140
Lanterswil;9503;2;Bussnang;TG;724895;264179
Lantsch/Lenz;7083;0;Lantsch/Lenz;GR;763538;174295
Lanzenhäusern;3148;0;Schwarzenburg;BE;594265;188339
Lanzenneunforn;8506;0;Herdern;TG;712236;275670
Largario;6724;2;Acquarossa;TI;715095;150150
Latsch;7484;0;Bergün/Bravuogn;GR;777297;167850
Latterbach;3758;0;Erlenbach im Simmental;BE;611870;169066
Lauenen b. Gstaad;3782;0;Lauenen;BE;592581;138017
Lauerz;6424;0;Lauerz;SZ;686678;209009
Laufen;4242;0;Laufen;BL;603461;250719
Laufenburg;5080;0;Laufenburg;AG;646754;267495
Laupen BE;3177;0;Laupen;BE;585499;195035
Laupen ZH;8637;0;Wald (ZH);ZH;712731;236022
Laupersdorf;4712;0;Laupersdorf;SO;616204;239781
Lauperswil;3438;0;Lauperswil;BE;622010;201191
Laura;6549;0;Roveredo (GR);GR;728534;118982
Lausanne;1015;0;Ecublens (VD);VD;533664;152613
Lausanne;1011;0;Lausanne;VD;538943;153014
Lausanne;1005;0;Lausanne;VD;538909;152372
Lausanne;1006;0;Lausanne;VD;538483;151417
Lausanne;1012;0;Lausanne;VD;540024;153082
Lausanne;1003;0;Lausanne;VD;537951;152398
Lausanne;1018;0;Lausanne;VD;537866;154484
Lausanne;1004;0;Lausanne;VD;537090;153350
Lausanne;1010;0;Lausanne;VD;540186;154172
Lausanne;1007;0;Lausanne;VD;536335;152161
Lausanne 25;1000;25;Lausanne;VD;543274;158312
Lausanne 26;1000;26;Lausanne;VD;543136;156065
Lausanne 27;1000;27;Lausanne;VD;541921;154775
Lausen;4415;0;Lausen;BL;624702;257667
Lauterbrunnen;3822;0;Lauterbrunnen;BE;635645;160079
Lauwil;4426;0;Lauwil;BL;617059;247784
Lavertezzo;6633;0;Lavertezzo;TI;709463;126814
Lavey-Village;1892;0;Lavey-Morcles;VD;568740;118906
Lavey-les-Bains;1892;1;Lavey-Morcles;VD;567594;116965
Lavigny;1175;0;Lavigny;VD;520953;150487
Lavin;7543;0;Lavin;GR;803653;185440
Lavorgo;6746;0;Faido;TI;707762;144460
Lax;3994;0;Lax;VS;651008;139112
Le Brassus;1348;0;Le Chenit;VD;504908;158265
Le Brouillet;2406;4;La Brévine;NE;530735;200745
Le Bry;1645;0;Pont-en-Ogoz;FR;572965;172191
Le Bémont JU;2360;0;Le Bémont (JU);JU;569325;234600
Le Cerneux-Péquignot;2414;0;Le Cerneux-Péquignot;NE;541569;207165
Le Cerneux-Veusil;2345;2;Saint-Imier;BE;564138;225375
Le Châble VS;1934;0;Bagnes;VS;581707;103207
Le Château-de-Ste-Croix;1450;3;Sainte-Croix;VD;530821;185543
Le Châtelard;1689;0;Le Châtelard;FR;566334;169314
Le Châtelard VS;1925;1;Finhaut;VS;562529;100752
Le Crêt-du-Locle;2322;0;La Chaux-de-Fonds;NE;549997;214476
Le Crêt-près-Semsales;1611;0;La Verrerie;FR;560328;161851
Le Fregnoley (Versegères);1947;6;Bagnes;VS;585521;100182
Le Fuet;2712;0;Saicourt;BE;580160;233114
Le Grand-Saconnex;1218;0;Le Grand-Saconnex;GE;498577;121148
Le Landeron;2525;0;Le Landeron;NE;571500;212182
Le Lieu;1345;0;Le Lieu;VD;510520;167303
Le Lignon;1219;0;Vernier;GE;496583;118278
Le Locle;2400;0;Le Locle;NE;548648;211934
Le Mont-Pèlerin;1801;0;Chardonne;VD;552853;149182
Le Mont-sur-Lausanne;1052;0;Le Mont-sur-Lausanne;VD;538764;156829
Le Morgnes (Lourtier);1948;4;Bagnes;VS;588137;101292
Le Mouret;1724;0;Le Mouret;FR;580313;177656
Le Muids;1273;2;Arzier;VD;505654;145007
Le Noirmont;2340;0;Le Noirmont;JU;562555;229515
Le Planchamp (Lourtier);1948;3;Bagnes;VS;586328;100760
Le Pont;1342;0;L'Abbaye;VD;515577;169811
Le Prese;7746;0;Poschiavo;GR;803843;129400
Le Prédame;2714;2;Les Genevez (JU);JU;574398;233764
Le Prévoux;2400;2;Le Locle;NE;544729;209585
Le Pâquier FR - Montbarry;1661;0;Le Pâquier (FR);FR;570093;159882
Le Pâquier NE;2058;0;Le Pâquier (NE);NE;565656;217069
